ID,Age,Education_level,Income,Marital_Status,Total_Spend,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Campaigns_Accepted
8933,41,Low,32146.0,Married,66,2,0,4,0
8726,60,Low,41713.0,Divorced,174,3,1,4,0
1515,49,high,34176.0,Together,28,1,0,3,0
5186,69,Low,58482.0,Married,731,7,4,9,1
10157,59,high,59686.0,Single,274,4,1,6,0
5667,60,Low,60896.0,Married,1701,9,10,4,0
902,44,high,62994.0,Together,312,6,2,4,0
977,67,high,47320.0,Together,414,5,1,8,0
7313,75,Low,74859.0,Widow,1565,6,5,11,1
7600,32,Middle,15253.0,Single,29,1,0,3,0
9706,50,Low,31560.0,Single,94,2,1,3,0
2429,70,high,72071.0,Divorced,1338,5,4,8,0
3520,34,high,91172.0,Single,1092,4,3,7,4
10394,40,high,90000.0,Married,1479,4,8,5,3
4548,43,high,41967.0,Single,54,1,0,3,0
9362,59,high,69263.0,Single,568,9,1,7,1
3968,54,Low,65706.0,Divorced,1199,11,3,12,3
4084,49,high,60934.0,Together,873,6,4,11,0
6721,73,high,71965.0,Married,1213,6,3,5,0
2829,69,high,65210.0,Married,731,9,3,8,2
1772,49,Low,79174.0,Married,2043,5,6,7,2
1544,57,high,81380.0,Divorced,1893,4,2,10,0
492,51,Low,48432.0,YOLO,424,7,1,6,0
4377,53,high,52914.0,Married,575,7,3,3,1
4541,69,high,38946.0,Together,257,3,1,6,0
1321,50,high,26067.0,Married,56,3,0,3,0
8858,52,Low,44325.0,Married,542,8,2,7,1
3266,60,high,42523.0,Married,125,1,1,4,0
11187,46,Middle,26487.0,Single,69,2,1,3,0
8207,67,Low,53233.0,Married,40,1,0,3,0
9723,64,high,67716.0,Married,1016,7,4,13,1
2666,52,high,76234.0,Married,907,8,3,11,1
5721,68,Low,84117.0,Married,1566,7,10,6,1
10652,67,high,65487.0,Together,1169,3,5,6,0
1646,52,Middle,25224.0,Married,46,1,1,3,0
4418,41,high,89616.0,Single,1644,7,5,12,0
2656,53,high,40851.0,Divorced,59,1,1,2,0
7990,77,high,27469.0,Married,17,0,0,3,0
8722,67,Low,82347.0,Married,1853,7,7,10,2
7118,67,high,73803.0,Married,1528,9,5,6,1
2980,72,high,8820.0,Single,35,3,0,3,0
1839,50,high,43322.0,Single,141,3,0,4,0
10722,51,high,55593.0,Together,546,6,6,3,1
2632,70,high,50501.0,Married,500,5,4,4,1
9014,49,high,37085.0,Married,61,3,0,3,0
7620,34,Middle,16185.0,Single,106,2,2,2,0
10968,55,high,57731.0,Single,704,8,8,6,0
11133,51,Low,48432.0,YOLO,424,7,1,6,0
2736,46,high,73807.0,Married,849,5,5,11,0
1876,34,high,18929.0,Married,85,1,0,4,0
5959,56,high,35893.0,Single,199,3,1,5,0
1092,44,high,61014.0,Married,1147,9,3,4,0
4333,70,high,32144.0,Together,54,2,1,3,1
3850,61,Middle,14918.0,Together,43,1,0,3,0
6168,61,high,45146.0,Divorced,53,1,1,2,0
607,69,Low,41769.0,Divorced,521,8,1,7,0
10469,43,high,88325.0,Together,1623,6,2,9,0
6983,74,high,38054.0,Divorced,45,2,0,3,0
3661,29,Low,80617.0,Single,1435,4,6,8,0
9303,48,high,5305.0,Married,32,1,0,0,0
692,70,high,36807.0,Together,16,1,0,2,0
736,41,high,28427.0,Together,52,2,0,3,0
9589,76,Low,82032.0,Widow,1234,4,6,7,0
4838,46,high,22775.0,Together,15,1,0,2,0
9246,39,high,40101.0,Together,415,6,1,6,0
6261,45,high,58025.0,Married,470,3,2,10,0
7366,42,high,75777.0,Single,1438,3,6,11,2
10659,45,Low,7500.0,Together,53,3,2,2,0
1448,61,high,33562.0,Married,51,2,0,4,0
4286,54,Low,57642.0,Single,679,7,6,6,1
4749,56,high,58554.0,Together,586,8,2,6,0
4478,45,high,63777.0,Married,653,11,1,6,0
4201,62,high,57967.0,Single,468,4,2,8,0
8720,46,Low,51381.5,Together,1679,0,0,1,1
10084,52,high,24434.0,Married,50,2,1,2,0
7004,40,high,11012.0,Single,84,3,1,2,1
9817,54,high,44802.0,Single,1049,9,4,12,0
8080,38,high,26816.0,Single,22,0,0,3,0
9432,47,high,666666.0,Together,62,3,1,3,0
8372,50,high,34421.0,Married,30,1,0,2,0
10870,57,high,61223.0,Married,1341,9,3,4,0
4001,78,Low,64014.0,Together,444,8,2,5,1
7270,43,high,56981.0,Divorced,1241,2,3,13,1
8235,68,high,69245.0,Together,843,6,5,10,0
9405,70,Low,52869.0,Married,172,3,1,4,0
